text,target
	秋招之前觉得自己自带主角光环，秋招之后发现...举步维艰?,求助贴
"	<a href=""/subject/index/6ed04ff185f34c0e80b4d577543490b8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得通信/硬件有必要实习吗？#</a>硬件这种吃经验的工作还是要去实习比较好，学校学的理论知识可以在实习的公司中得以体现，动手能力，焊接能力，测试能力将得到提高。",求助贴
"#你觉得机械有必要实习吗#	<a href=""/subject/index/1e9caa95c5b842bc9742af60fc803d49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得机械有必要实习吗#</a> 就研究生而言，如果条件允许的话（导师肯放且不耽误毕业），那肯定是能去实习就去实习，如果条件不允许，那么跟着导师多参与参与项目也挺好，对于找工作而言，没有实习经历但是有充足的项目经历一般也是不吃亏的。",求助贴
"24届求个实习内推	本人双9，研二，学校论文搞完了，可长期实习，求个算法内推啥方向都行，本人做多模态多视图，标记分布学习，标记增强。会一些检测算法，了解一点主流生成模型，[笑cry]找实习好难 <a href=""/subject/index/f78b2156ebf94361a35012b44006416b"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习内推#</a> <a href=""/subject/index/a823c468d2e34abf8551c8e06d51bfce"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#日常实习生#</a>",求助贴
"这个岗位有必要去吗	<a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a> <a href=""/subject/index/5bb069c403c24af0abae35a5fcfc7180"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#关于秋招我想说#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> ...<a href=""/subject/index/dbf17bb1367a4c55ac6c174c41e58f70"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#运营/市场/管培生百问百答#</a> 是个央企，负责人打电话说可以让我先实习生身份入职日结工资。但是感觉面试的时候有点坑，明明投的校招，没有笔试，就一轮面试，面试的时候经理也不问自己的的事情，一直在跟我说他走到今天这一步多么多么不容易 <a href=""/subject/index/ea2a26e2345d4946afa3213b83f91f52"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待offer收割机的行为#</a>",求助贴
"	腾讯云智的大佬们都什么学历啊 <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a>",求助贴
"秋招进展怎么样啦	秋招进展怎么样啦<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a>",求助贴
搜狐畅游社招开始啦～	搜狐畅游社招开始啦～ 内推码：NTAMuFk  简历优先筛选！offer快人一步！  招满即停！快快投递～  投递方式：畅游招聘（VX公众号）  招聘网址戳链接➡️https://app.mokahr.com/m/campus-recruitment/cyou-inc/42233#/home,招聘信息
秋招进展怎么样啦	秋招进展怎么样啦[赞][果然是大佬][考得全会][摸鱼],求助贴
蔚来校招/实习内推	NIO校招内推码: YP675T9  投递链接: https://nio.jobs.feishu.cn/s/hVnBTtf,招聘信息
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  看获得的offer的质量咯 如果是核心岗 能学到东西 对自己的成长和未来的发展有帮助 非常建议去实习 比如我现在就在贴钱实习[瞅你]因为第一个月工资没发 吃饭租房都是自己往里搭 但是我觉得很值 首先确实让我学习到了很多东西 比如与人沟通的技巧 一线销售应该具有的品质以及新能源汽车的很多知识 这对我的未来发展非常有帮助 再一个 实习工作真的很快乐 你会清楚的感受到...",求助贴
"中药制药人er秋招现状	<a href=""/subject/index/212bae9361ce4659a7ccc4595c85f287"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#生物制药/化工人秋招现状#</a>  十月开始投简历（是不是有点晚啊），佛系秋招，保持电话畅通，看到秋招就投，资料有必填才填，有面试就面，没有很刻意准备，到十二月初手机基本清净秋招差不多结束了。最后拿到两个offer，一个地点不满意拒了，留了一个，两个薪资待遇都不怎么样（6.5k左右不管吃住），虽然不是很满意，但我的能力感觉也只能如此了，春招应该还会再投投，估计不会有啥好的offer......<a href=""/subject/index/17321bd6c3774b319edd6af6f71c7f9f"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#生物制药/化工有问必答#</a>",求助贴
中国西电集团校招	请问有投中国西电集团校招的uu吗？有收到面试通知吗？等了好久啊[好无辜],求助贴
"	<a href=""/subject/index/6ed04ff185f34c0e80b4d577543490b8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得通信/硬件有必要实习吗？#</a> 实习我感觉不管什么专业，有的话肯定是加分项，特别是大厂的实习或者经手一些项目，对未来的就业都有很大的帮助，也可以帮助你提前认识这个行业的就业形势和工作情况。",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  这个的话具体看背景以及小厂的业务情况 假如背景不差 哪怕是第一份实习 我相信也能找到大厂的offer 我觉得不妨再找找  假如背景有所欠缺 小厂业务也很不错 ld愿意教人 不妨是个尝试的机会",招聘信息
"建议多实习！	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a> 1、看实习的目的？为了积累经验，这类“赔钱类实习”值得去得。人不能只看眼前，未来这些钱都是能赚回来得； 2、实习看城市?上海，一线城市，涨涨视野，在实习之余多参见一些活动，对未来得职业发展和选择帮助很大。",求助贴
"秋招进展怎么样	<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a>秋招进展怎么样[发火][果然是大佬][考得全会][打工]",求助贴
"	秋招进展怎么样啦[喝可乐]<a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a>[看好戏]",求助贴
"	<a href=""/subject/index/6f6d8a3286cc4b62baa4e912ab72e17a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#运营人秋招最难忘的瞬间#</a>和在我司秋招后来实习的同学吃饭，慢条斯理的做事，不紧不慢的打饭吃饭，而我们匆匆忙忙的吃饭、吃完赶紧干活 完全不一样。记忆犹新~",招聘信息
"机械是否有必要实习	<a href=""/subject/index/1e9caa95c5b842bc9742af60fc803d49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得机械有必要实习吗#</a>  个人感觉能实习的话，还是尽量实习，对找工作来说，简历会更好看，内容更充实。并且在面试的时候，hr会问实习或者项目内容，自己回答起来也会更加得心应手！",求助贴
三本想去四大实习	三本男生，一段八大年审实习和一段互联网大厂实习和英语六级能进四大寒假实习吗[苦涩][苦涩],求助贴
"春招	UU们，都开始准备春招了吗？还是要等到年后呀 <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/920328c256c54d838097d9d8fe9df2a7"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春招话题#</a>",招聘信息
"老哥们快进来指点我	我这简历哪些地方需要改，最近投实习都没面试[叹息]。 <a href=""/subject/index/254ed3d6c2dc4f1885b19ce2622ee758"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#简历[话题]#</a> <a href=""/subject/index/2a49e42bf6204c8bb0a933f4955cb2c7"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习投递#</a> <a href=""/subject/index/94d1329b00d34d408be0ffb7b707351c"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#后端实习生#</a> <a href=""/subject/index/1728ffe1d5594b42a4288cacfa58f242"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#JAVA开发#</a> <a href=""/subject/index/89fdc60adaa14e1388ef597286f8c1c6"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#24届#</a>",求助贴
蚂蚁二面秒挂	一周前打电话打电话说补录，要继续之前一面的流程，过了一周多才约二面，面了40分钟，问的问题感觉都答得差不多，反手秒挂，感觉面试官不是很看的起我用的java语言[围笑]，一直说我为什么选java做第一个语言，为什么用Java，我心寻思语言这么重要？真不理解，不想招人就别拉我补录啊，白准备半天,经验贴
校招补录机会（2023/1/10前有效）	校招补录机会（2023/1/10前有效），字节音乐项目直招   我们的要求：扎实的计算机基础知识、至少会一门语言、中低难度算法、动手能力 你能得到：优秀的同事、有挑战的工作、迅速成长的机会  面试指南：https://bytedance.feishu.cn/docx/doxcn5AsO9HebKX7HXmAdOxoapd 业务介绍：https://bytedance.feishu.cn/docs/doccnLq0xnBduVqSsxYQg9hNJye  p.s. 长期招聘客户端研发实习生 投递链接（校招、实习皆可投递）：...,招聘信息
"	<a href=""/subject/index/3a31ce61bdd14a60bc0839b6d583e3fa"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#生物/制药/化工人秋招最难忘的瞬间#</a>  秋招最难忘的瞬间应该是欧莱雅的第二轮面试，群面，每个小伙伴都很友善，没有争吵，尽量保证发挥自己所长，让面试提出的问题得到妥善解决。",求助贴
"	结束秋招啦，虽然offer不多，但是拿到了一个很满意的～也就早早结束了投递 今年是真的寒，但是稍微降低一些要求（不去和上一届做比较），大环境不好非战之罪，心态摆好，还是比较轻松愉快地渡过秋招季啦！ <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a>",求助贴
"值得	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>  1.可以提前适应工作环境，在实习中发现自己究竟适合、喜欢什么工作 2.就我一个农村孩子而言，提前去大城市实习是非常值得的，除了增长见识，也可以了解一下这个城市的人文环境等，看看自己以后是否真的想在该城市发展",求助贴
	立信会计师事务所(特殊普通合伙)北京分所招聘:[审计实习生]  1、项目地点: 春节前北京，节后可能西南区域出差。 2、项目时间: 即日起到4月，实习满一个月可开具实习证明。 3、职责: 主要协助项目经理完成各类审计工作，表现良好可以优先录用。 4、薪资: 大三及以下100元/天；大四120元/天；研究生150元/天； 5、入职要求: (1) 最好有相关实习经验; (2) 长期实习优先考虑; (3) 年审工作强度较大，需能接受加班; (4) 有一定财务基础...,招聘信息
武汉23届实习求救两家同时递offer	实习，问了具体工作是公众号运营，帮老板打打杂 双休 实习工资3000+，其他福利还可以 公司二：偏短视频制作公司 100万注册资金 2018年成立，这是公司刚独立出来的部门，我去的话是干剧情类编剧 ，无工资，可开实习证明  本人是广播电视学，之前没什么运营经验，所以现在才想着把自己“贱卖”赶紧学点东西 自己偏向喜欢短视频编导发展前景更大，但是实习一下就花费掉三......公司一：建材公司 1000万注册资金 2015成立 我过去是新媒体运营,求助贴
"赔钱实习需不需要去	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a> 在大三的时候，实习确确实实给我带来了很大收获，能给我offer 奠定了扎实基础。 我建议尽早实习，我认为最重要的是下面几点： 通过实习大幅度提升求职所需的个人能力 用实习经历为简历镀金，提高面试通过率 一定提前把实习放在心上，提早申请实习，不管是暑期实习还是日常实习。不要等到要秋招、春招，才发现实习经验太匮乏开始后悔，无论是大厂还是小厂都是宝贵的经验。",经验贴
"	<a href=""/subject/index/6ed04ff185f34c0e80b4d577543490b8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得通信/硬件有必要实习吗？#</a> 我觉得实习很有必要的，而且通过实习，能有效的帮助现在的应届生好好的做好职业规划吧，不然不实习，做规划就有点纸上谈兵的味",求助贴
"机械实习还是很重要滴	<a href=""/subject/index/1e9caa95c5b842bc9742af60fc803d49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得机械有必要实习吗#</a>  我觉得实习还是很有必要的，面试20多场，拿到七八个offer，在面试的时候，实习和项目基本是必问项，有实习和项目，你的面试会加分很多，因为你实习过程中会接触到公司所需要的一些你不具备的能力。这样面试的公司可以通过你实习看出来你是否符合公司的要求。希望大家都收获到自己满意的offer。机械人，冲啊！",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>如果是小公司的实习offer那感觉没太大必要，去北上广深建议投递大厂的实习，这样倒贴才值得，实习经历写进简历才有竞争力",求助贴
想找几个小伙伴一起准备社招，java后端	21届，做java后端一年半了，十分想去北京，有没有小伙伴一起准备呀，互相督促交流。本人很和善的一枚老哥。,求助贴
自动驾驶公司momenta秋招补录	简历投递邮箱：wilson1.wang@momenta.ai 一、系统研发工程师 1、负责自动驾驶车端模块研发、算法集成工作，对整车自动驾驶功能和性能负责； 2、负责分析影响自动驾驶性能的瓶颈模块，并能提出正确改进方向，驱动相关上游模块解决； 3、对上游模块提出正确的测试场景和指标要求，提升上下游协作效率。 职位要求 1、熟悉操作系统资源管理和调度机制，熟悉性能分析工具，能够定位系统异常的根因； 2、熟悉并发编程和通信机制，能够...,招聘信息
"	目前其实知道一些大厂都有陆续在补录捞人，车到山前必有路，好好准备，可能不是你最满意的，但一定是最合适的；总要留点遗憾春招在奋斗！...<a href=""/subject/index/4b19186b6a8147a4975833093db795fb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春节前，运营人还有机会拿offer吗#</a>只要你想就一定有！",求助贴
"	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a>其实我觉得实习并不是为了去赚钱，重要的这段实习对于你来说你能获得的成长；其次，每段实习，我都会在周末或者有空的时间去感觉这个全新的城市，去体验一遍这个城市的吃喝玩乐！",求助贴
"实习很重要	<a href=""/subject/index/1e9caa95c5b842bc9742af60fc803d49"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得机械有必要实习吗#</a>  虽然我的本科是在211，但是是一个很偏僻的地方，我甚至大学期间没有关注过实习，研究生来到了上海，哇真的不一样诶，很多学生大二开始就进行了专业实习，而我也通过研究生阶段的实习找到了一份还算不错的工作，我认为实习一定是有必要的，他可以让你知道哪些知识是要在工作中用到的，他也会让你知道你职场和校园的区别，冲鸭，有机会一定要实习",求助贴
"	对我来说，秋招最难忘的瞬间应该是美的发市场推广offer的晚上，那会儿在秋招中期，陷入了无谓的精神内耗，美的hr姐姐突然提醒我暑假转正的offer已经发到我邮箱，让我查收一下，顿时觉得太感动！<a href=""/subject/index/2f183b0412ca48169f956cd86c250700"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#市场营销人秋招最难忘的瞬间#</a>",求助贴
"喜欢，就是值得	<a href=""/subject/index/615eed199025499f9ef5191d3912c370"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#值得为了小厂的实习offer去北上广深租房实习吗#</a> 实习，本质上是为了探索自己真正的热爱以及在找正式工作的时候能有些许竞争力。 只有达到目的了，那就是值得的，无所谓是否是中小厂。 小黄人（楼主本人）之前也是拿着中厂的实习经历进的字节核心产品核心岗位～",求助贴
"有机会当然可以去	<a href=""/subject/index/6ed04ff185f34c0e80b4d577543490b8"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得通信/硬件有必要实习吗？#</a> 我曾投递华为实习，通过了但因为各种原因没有去成。还是挺遗憾。有一个大厂实习经历在简历上依然很加分，如果有实习经历，面试的时候面试官就会重点问这一项。",求助贴
"京东java现在还没招完？？？	刚刚收到的 通知，都12月下旬了 <a href=""/subject/index/8c6b99124fc647c5be63606e616bac66"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#如何看待2023届秋招#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a>",求助贴
"有，而且很多！实测！	正是校园招聘补录的好时候。 还没投的赶紧投，投了的就偶尔练练嘴皮子，等着被捞！！ 听说有些大厂一周完成两轮面试然后发意向，整个过程一气呵成，一点都不拖拉。...<a href=""/subject/index/4b19186b6a8147a4975833093db795fb"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#春节前，运营人还有机会拿offer吗#</a> 年末，各家大厂完成hc盘点，",招聘信息
	小红书秋招补录末班车～ 顶尖人才招聘计划，强有力的薪资系列福利，...... 哈哈，欢迎大家加入哈， 小红书还是很不错的～  tips: 20220901～20230830海内外毕业生 内推码：2N5UDLA6NF，查进度******* 点击下方链接直达岗位内推，不需要内推码 （ 推荐使用此方式！通过下面链接投递的我能看到进度，官网不行） 岗位列表中搜索：23届 ...投递的评论下哈，哈  ************ 【实时分享内推消息】,招聘信息
"秋招旅程……再见了秋招	<a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a> <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a>",招聘信息
WXG今年招后端实习嘛	日常实习，暑期实习皆可,招聘信息
"具备什么条件才能找实习	Java实习生要会什么才有公司要 <a href=""/subject/index/7ed2b413c8e64f9da9e460af91f577de"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习#</a>",求助贴
"不懂就问！实习转正的可能性高吗？	秋招到现在有两个正式offer，但待遇和行业都没有很想去。现在要不要找一些心水的大厂实习然后看6个月后能不能转正，不太了解现在找实习然后转正的概率怎么样，有经验或者了解的牛友们可以解答一下吗[牛泪] 谢谢各位大佬们了[牛泪] <a href=""/subject/index/7ed2b413c8e64f9da9e460af91f577de"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习#</a> <a href=""/subject/index/002d6ce4eab1487f9cae3241b5322732"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#秋招#</a> <a href=""/subject/index/84b85f593e104d21b9519199e370a8b1"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你觉得今年秋招难吗#</a>",求助贴
"	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>人生中第一次真正进入车间就是在实习的时候，实习的时候还是比较轻松的，我想最大的收获就是让我对真实的机械生活有了全新的认知吧。",招聘信息
	23应届生，考研结束，怎么样准备春招啊[叹息],求助贴
"	<a href=""/subject/index/ba74dcafcf8f410faa128036851f2162"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#运营拿到秋招offer，还要不要去找实习#</a>如果之前有丰富的实习经历，对运营了解充分，可适当躺平。如果本身经历不丰富，且对公司了解不多，可以实习试试，万一不合适及时止损",求助贴
"联想offer	感谢牛客，11月底无意间打开了牛客看到了联想的补招，就投了一个，三面补招offer，希望大家都能有个好的结果，相信柳暗花明又一村！ <a href=""/subject/index/3237d88978b146008eef4e4662cc2076"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#联想#</a>",招聘信息
"是真不容易	<a href=""/subject/index/977af8d363ad47fe8862aef1771e883c"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#2022牛客时光#</a>[牛泪][牛泪] <a href=""/subject/index/8ff6195b41564046931f4fb682388050"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#我的秋招结束啦#</a> <a href=""/subject/index/48ae9703c9b14e618eb03d31d581cafd"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#你的秋招进展怎么样了#</a>",求助贴
设计学人的最后秋招去向	虽然我在这段实习里并没有做出什么成果，因为我们组刚成立没多久，实习期间还重组，所以很混乱，实习生也不用开组会啥的，所以实习还蛮轻松的，但是我就很焦虑，我要找的是产品经理。。我怎么来运营组了，所以我实习了一个月左右就开始疯投暑期实习，但是今年暑期实习hc很少，而且我当时在上海，上海当时还在隔离，所以我面试基本全挂了。  后来我转投日常实习，最后是我要放弃的阶段，打算实习到开学直接离职的时候，投的一家人工...,求助贴
"华为结构工程师实习	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>  今年暑假参加了华为的结构工程师实习，由于课题组放假时间有限，实习时间不长，就一个月。实习工作内容也很固定，先是学习画图软件，然后就是一些杂七杂八的活，然后主要工作内容就是跟大家一起分析beta用户反馈的产品结构风险问题，然后做ppt汇报。可能由于是产品处于快上市的阶段，做的都是这些工作。真正画图设计只是学习了基本的操作，参加了几次培训。",经验贴
京东算法服务化团队2023届春招火热进行	开始春招了[内推成功],招聘信息
"	<a href=""/subject/index/c754b14b313646f4b3d27cfae76dd8ed"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊通信/硬件人的第一份实习#</a>我的第一份实习是在22年初，实习时间是一个月以内，做的工作大概就是学习通信相关的一些内容，包括看了一些文档等等。",经验贴
"运营实习，有机会的话还是需要去	<a href=""/subject/index/ba74dcafcf8f410faa128036851f2162"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#运营拿到秋招offer，还要不要去找实习#</a> 有必要实习，而且是非常有必要；1、进一步明确自己未来的工作方向：很多大学生毕业的时候，对自己未来的工作是非常不明确的，以至于工作一两年出现转行转岗，换了一个和原来丝毫没有关系的工作。积累资源及学习经验：实习期间，一定不要做无效实习，只是混个实习经历，那真的大可不必，不如趁着大学有时间出去玩玩。实习生，只要勤快一些，有经验的同事都会很乐意教你的。",招聘信息
"实习签的是外包公司的合同，影响大吗？	本人是24届学生，通过了A公司的日常实习生面试，HR今天打电话说正式实习生的名额都给23届的转正使用了，现在24届的实习生签合同时候都是第三方公司，然后还是在A公司上班，请问大家这种外包实习生和正式实习生相比都有哪些不同吗？ <a href=""/subject/index/67512cb1a96249baab27489222738aae"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#实习生#</a>",求助贴
"	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a> 第一份实习是研究生在宁德时代呀，本科保研之后没有抓住机会，直接摸鱼爽玩去了，研究生快毕业了才知道实习还是有点用的，但是在那边实习感觉比较一般，没有接触啥内容，比较划水。",求助贴
"金工实习的意义	<a href=""/subject/index/3328baa3b8d14fa2b31ca5b89330b01a"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#聊聊机械人的第一份实习#</a>  相信每个工科人都磨过锤子，教育体系推广金工实习并不是骗你打黑工，而是为了让你珍惜工业进步的果实。 第一天你还是个前工业化时代的农民，为了磨平一个铁块腰间盘突出，第二天开上了机械工具，十分钟就能完成昨天一天的活儿。第三天你掌握了数控铣，敲敲键盘就能工作，第四天体验了3D打印，人类的未来都在你眼前了。 毫不夸张的说，金工实习就是人类的工业简史。",招聘信息
"用友校招内推	用友校招补录 <a href=""/subject/index/8ab96b05d35f4940b3aa6a968657221e"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#用友内推#</a>  有需要的可以直接使用内推码投递简历哦～ 内推码：NdQkJryk",招聘信息
"大四找设计实习还是准备毕设春招作品集	大四寒假 选择实习还是准备毕设 作品集 春招 找工作。本人学历: 大连工业大学＋南安普顿大学 本科双学位   专业: 视觉传达设计  本人目前状态 大四0实习 一直处于学业繁忙状态 马上面临就业的问题。希望毕业还是从事设计行业 感兴趣视觉 文创 品牌设计方向 。第二选择新媒体运营方向的工作。想好好利用寒假时间 希望各位大大给点建议。十分感谢。 <a href=""/subject/index/680d52688ec44d8390529bd0cce17c14"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#视觉/交互/设计工作体验#</a> <a href=""/subject/index/90dae0148c824205b08fc958518ffb92"" target=""_blank"" class=""subject font-green"" nc-subject-type=""0"" nc-subject-tag-id=""0"">#设计人秋招体验最好的公司#</a> #我的实习...",求助贴
大厂社招机会 收考研失利的，想换方向的	1.统招985.211全日制本科及以上学历；（社招要毕业生，有双证的！！！） 2、熟悉 C C++等其中一种主流开发语言； 3、会做编程题（最重要！！！ 4、有较强的学习能力、良好的团队协作能力、良好的沟通表达能力。,招聘信息
	秋招到目前为止感觉凉的差不多了 求问前辈春招国企银行之类的机会还多吗[牛泪],求助贴
华为2023校招	原来华子也有校招礼盒啊,招聘信息
